incident_id,crime_type,district,city,state,address,latitude,longitude,incident_datetime,officer_id,officer_first_name,officer_last_name,badge_number,suspect_id,suspect_first_name,suspect_last_name,suspect_age,suspect_gender,suspect_race,victim_id,victim_first_name,victim_last_name,victim_age,victim_gender,victim_phone,weapon_used,severity,case_status,resolution,num_arrests,property_loss_usd,reported_online,notes
INC004994,Cybercrime,Northeast,Fairview,Nc,6171 Elm Blvd,38.979571,-72.955191,2019-12-17 23:05:43,OFF0040,Emily,Nguyen,5733,SUS00015,James,Anderson,62.0,Female,Asian,Not Provided,Not Provided,Not Provided,49.0,Unknown,Not Provided,Hands/Feet,Low,Unknown,Unknown,-3.0,2839.12,no,No Notes
INC003893,Robbery,Midtown,Riverside,Fl,3917 Cedar Lane,32.544323,-116.508155,2024-10-26 01:17:27,OFF0052,Mark,Scott,3220,SUS00600,Michelle,Smith,73.0,Female,Black,VIC00061,John,Allen,127.5,Unknown,200-742-4182,Firearm,High,Pendng,Arres Made,2.0,35599.86,YES,Incident at 3917 Cedar Lane. Officer responded at scene.
INC001152,Kidnapping,West,Fairview,Tx,9450 Lincoln St,33.488026,-74.208617,2024-05-30 00:28:39,OFF0141,Chris,Allen,8365,SUS00495,Donna,Wilson,46.0,Other,Unknown,VIC00557,Emily,Taylor,67.0,Male,638-533-3915,Rifle,Medium,Unknown,Arrest Made,0.0,35295.87,yes,No Notes
INC002136,Cybercrime,Northwest,Oakdale,Fl,1438 Lincoln St,45.86084,-86.831195,2019-02-15 08:06:44,OFF0020,john,Hall,3464,SUS00103,Thomas,Taylor,52.0,Unknown,White,VIC00683,Robert,Hill,61.0,Unknown,Not Provided,Knife,High,Investgation,Unknown,4.0,14468.52,NO,Incident at 1438 Lincoln St. Officer responded at scene.
INC000197,Cybercrime,Central,Springfield,Ca,5825 Park Rd,41.800964,-107.45613,2020-03-06 07:47:23,OFF0005,Karen,Hall,2743,SUS00740,Richard,Walker,31.0,Female,Unknown,VIC00650,Michael,Nguyen,66.0,Male,532-375-4341,Bat,High,Closed,Case Dismissed,5.0,36314.31,NO,No Notes
INC001791,Fraud,Central,Fairview,Ga,7763 Lincoln St,35.784114,-94.65644,2019-07-12 20:16:55,OFF0088,Chris,Scott,9026,SUS00426,Charles,Green,74.0,Male,Asian,VIC00167,Thomas,Lee,21.0,Female,340-407-6294,Rifle,Critical,Unknown,Warning,1.0,14051.82,yes,No Notes
INC001509,Abduction,West,Lakewood,Oh,3951 Main St,30.635305,-87.569891,2019-01-26 09:50:45,OFF0111,donna,Hill,1061,SUS00173,Linda,Garcia,74.0,Other,Black,VIC00911,Robert,Flores,67.0,Other,851-629-8601,Firearm,High,Under Investigation,Arres Made,2.0,23759.76,Yes,Incident at 3951 Main St. Officer responded at scene.
INC002899,Trespassing,East,Maplewood,Ny,2155 Main St,126.9889,-89.474112,2022-03-20 07:05:35,OFF0135,Susan,Lee,9644,SUS00157,Thomas,Wright,53.0,Female,Unknown,VIC00069,Matthew,Johnson,41.0,Male,Not Provided,Pistol,Low,Pending,No Arrest,3.0,12077.06,Unknown,Incident at 2155 Main St. Officer responded at scene.
INC000678,Arson,West,Centerville,Fl,5154 Cedar Lane,36.9671225,-112.34467,2023-06-10 12:42:54,OFF0083,Michael,Taylor,2912,SUS00070,Thomas,Hall,50.0,Male,Hispanic,Not Provided,Not Provided,Not Provided,49.0,Unknown,Not Provided,Knife,Critical,Open,Arrest Made,2.0,11520.06,True,No Notes
INC004600,Arson,Southwest,Riverside,Pa,351 Washington Ave,31.829564,-113.629349,2023-10-29 21:54:16,OFF0034,Karen,Lee,4415,SUS00395,Linda,White,60.0,Female,Unknown,VIC00785,Ashley,Jackson,69.0,Unknown,959-326-8228,Gun,Medium,Resolved,Arrest Made,1.0,4167.09,0,No Notes
INC002584,Theft,South,Riverside,Oh,6173 Main St,39.28815,-77.814044,2023-10-13 15:01:11,OFF0055,Matthew,Williams,9643,SUS00178,Emily,Green,36.0,Female,Black,Not Provided,Not Provided,Not Provided,49.0,Unknown,Not Provided,Gun,Critical,Resolved,Dismissed,2.0,40369.45,No,Incident at 6173 Main St. Officer responded at scene.
INC002664,Domestic Violence,Northeast,Springfield,Il,752 Sunset Blvd,31.798674,-75.843858,2024-05-18 03:11:23,OFF0106,Sarah,Hall,6921,SUS00764,Anthony,Harris,57.0,Male,Unknown,VIC00762,Carol,Moore,14.0,Male,789-440-3013,Hands,Medium,Resolved,Case Dismissed,5.0,25266.51,True,No Notes
INC003514,Fraud,North,Oakdale,Pa,9330 Main St,36.9671225,-75.458737,2022-06-16 13:35:22,OFF0033,Mark,White,6481,SUS00014,Michael,Williams,32.0,Female,Hispanic,VIC00263,Chris,Garcia,66.0,Male,(818) -52-8-6603,Knife,High,Unknown,Warning,1.0,19882.92,No,No Notes
INC99417,Arson,West,Fairview,Fl,3627 Main St,41.38922,-89.24018,2023-04-09 08:40:28,OFF0054,Matthew,Williams,5567,Not Provided,Not Provided,Not Provided,46.0,Unknown,Unknown,VIC00828,Michael,Brown,71.0,Unknown,Not Provided,Unknown,Low,Investgation,Arrest Made,2.0,23759.76,False,Incident at 3627 Main St. Officer responded at scene.
INC000181,DUI,Southwest,Oakdale,Il,7061 Elm Blvd,36.9671225,-112.307198,2019-02-22 08:31:28,OFF0051,Sarah,Garcia,9234,SUS00113,Anthony,Miller,26.0,Male,White,VIC00768,Matthew,Miller,49.0,Female,618-551-2789,Firearm,Medium,Open,No Arrest,3.0,6234.08,No,Incident at 7061 Elm Blvd. Officer responded at scene.
INC003416,Theft,North,Lakewood,Ca,2116 River Rd,140.1043,-86.11996,2018-06-18 14:17:31,OFF0125,Anthony,Thompson,9248,SUS00032,Patricia,Jackson,21.0,Male,Hispanic,VIC00955,Michael,Allen,68.0,Unknown,449-825-6445,Knife,Critical,Unknown,No Arrest,1.0,47753.75,Yes,Incident at 2116 River Rd. Officer responded at scene.
INC004560,Cybercrime,Northeast,Oakdale,Nc,6385 Oak Ave,39.368462,-90.60576,2018-01-17 20:07:18,OFF0023,William,Johnson,2002,SUS00667,Emily,Harris,-0.5,Male,Hispanic,VIC00871,Joseph,Harris,52.0,Male,516-488-8493,Knife,Critical,Investgation,Arrest Made,4.0,45760.15,False,Incident at 6385 Oak Ave. Officer responded at scene.
INC000143,Trespassing,Central,Oakdale,Nc,982 Washington Ave,29.614905,-94.65644,2020-01-17 19:34:50,OFF0039,emily,Hall,5919,SUS00446,Michelle,Nguyen,73.0,Female,Unknown,VIC00209,William,Nguyen,49.0,Unknown,364-362-4868,Bat,Critical,Closed,Warning Issued,1.0,1385.21,YES,Incident at 982 Washington Ave. Officer responded at scene.
INC001607,Theft,Southeast,Oakdale,Pa,123 Sunset Blvd,46.363334,-101.02493,2020-06-15 17:22:51,OFF0033,Matthew,Smith,8436,SUS00039,Patricia,Davis,75.0,Unknown,White,VIC00691,Robert,Wright,40.0,Male,2902799964,Pistol,Medium,Closed,Dismissed,5.0,21492.15,Unknown,Incident at 123 Sunset Blvd. Officer responded at scene.
INC001310,Kidnapping,Southwest,Oakdale,Fl,6919 Park Rd,37.484196,-114.324078,2023-04-11 20:25:41,OFF0029,Nancy,Jones,5844,SUS00482,Emily,Martin,58.0,Unknown,Hispanic,VIC00286,William,Torres,56.0,Female,933-796-1243,Knife,Unknown,Closed,Unknown,-3.5,41944.0,True,Incident at 6919 Park Rd. Officer responded at scene.
INC001734,Sexual Assault,Northeast,Springfield,Il,1909 Oak Ave,36.877316,-110.186423,2021-08-09 16:11:18,OFF0065,Robert,Davis,2184,SUS00404,William,Garcia,59.0,Male,Black,VIC00632,Linda,Scott,49.0,Female,898-865-2293,Firearm,Unknown,Unknown,Dismissed,3.0,15969.95,False,Incident at 1909 Oak Ave. Officer responded at scene.
INC002566,Kidnapping,East,Riverside,Tx,9648 Oak Ave,25.017203,-75.597254,2022-06-16 02:00:58,OFF0006,Mary,Walker,3515,Not Provided,Not Provided,Not Provided,46.0,Unknown,Unknown,VIC00498,Sarah,Taylor,87.0,Unknown,Not Provided,Blunt Object,Unknown,Open,Case Dismissed,0.0,37374.9,True,Incident at 9648 Oak Ave. Officer responded at scene.
INC002607,DUI,Southwest,Oakdale,Nc,5219 Sunset Blvd,33.304616,-81.709425,2018-04-05 13:25:58,OFF0079,thomas,Johnson,1878,Not Provided,Not Provided,Not Provided,46.0,Unknown,Unknown,VIC00983,Barbara,Thomas,71.0,Male,305-105-1769,Hands/Feet,High,Investgation,Arrest Made,4.0,12042.6,NO,No Notes
INC000106,Kidnapping,South,Oakdale,Pa,5985 Maple Dr,29.381264,-104.084705,2023-07-30 06:54:04,OFF0007,matthew,Moore,3773,SUS00359,Donna,White,54.0,Other,Hispanic,VIC00046,Linda,Miller,57.0,Other,975-845-2405,Hands/Feet,Low,Open,Case Dismissed,4.0,46336.48,YES,No Notes
INC001309,Domestic Violence,Midtown,Hillcrest,Nc,3725 Lincoln St,30.970118,-75.256315,2019-06-13 17:39:41,OFF0132,Anthony,Wright,5567,SUS00546,Patricia,Scott,37.0,Female,White,VIC00761,Donna,Thomas,11.0,Female,Not Provided,Gun,Low,Closed,Warning,0.0,19229.96,True,No Notes
INC000525,Arson,Northwest,Lakewood,Pa,4148 Washington Ave,29.681426,-70.371735,2019-10-23 06:21:42,OFF0109,Michelle,White,7242,SUS00024,Thomas,Garcia,75.0,Unknown,Asian,VIC00620,Emily,Wright,49.0,Unknown,411-490-1142,Pistol,Unknown,Unknown,Unknown,-3.5,45867.73,1,Incident at 4148 Washington Ave. Officer responded at scene.
INC002113,Theft,South,Riverside,Pa,4369 Maple Dr,31.259368,-115.851311,2024-01-17 03:53:35,OFF0046,Matthew,Taylor,2158,SUS00459,Carol,Flores,63.0,Unknown,Asian,VIC00661,Chris,Harris,57.0,Male,8732913342,Unarmed,Medium,Pending,Unknown,0.0,6058.54,False,Incident at 4369 Maple Dr. Officer responded at scene.
INC002481,Sexual Assault,North,Oakdale,Nc,7039 Lincoln St,29.604505,-85.040966,2024-02-17 09:24:18,OFF0003,James,Flores,2515,Not Provided,Not Provided,Not Provided,46.0,Unknown,Unknown,Not Provided,Not Provided,Not Provided,49.0,Unknown,Not Provided,Bat,Low,Pendng,Arrest Made,3.0,6520.44,0,Incident at 7039 Lincoln St. Officer responded at scene.
INC002132,Sexual Assault,Southwest,Lakewood,Az,1950 Sunset Blvd,35.021695,-111.751833,2019-11-06 10:20:04,OFF0029,Mark,Harris,7034,SUS00146,Mary,Miller,61.0,Male,Unknown,VIC00158,Daniel,Smith,33.0,Male,480-615-8057,Bat,High,Pending,Unknown,2.0,-20649.585000000006,no,Incident at 1950 Sunset Blvd. Officer responded at scene.
INC003159,Arson,Central,Springfield,Ga,9160 Washington Ave,42.404122,-95.063818,2022-01-13 22:38:03,OFF0035,Michael,Young,1388,SUS00310,Jennifer,White,58.0,Unknown,Hispanic,VIC00144,John,Martin,37.0,Unknown,604-567-4903,Unknown,Medium,Pending,Dismissed,2.0,26881.78,NO,Incident at 9160 Washington Ave. Officer responded at scene.
INC002652,Domestic Violence,Northwest,Riverside,Ny,2983 Oak Ave,34.527276,-94.65644,2022-05-01 03:21:29,OFF0042,joseph,Anderson,7824,SUS00787,Karen,Williams,91.5,Male,White,VIC00103,James,Thomas,88.0,Male,234-577-8960,Firearm,Low,Closed,Warning,2.0,5992.23,Unknown,Incident at 2983 Oak Ave. Officer responded at scene.
INC001350,Cybercrime,West,Maplewood,Ny,6932 Lincoln St,46.101698,-95.831325,2020-09-07 09:44:54,OFF0022,Susan,Jackson,4041,SUS00731,Sarah,Lee,46.0,Female,Hispanic,VIC00459,John,Harris,37.0,Male,916-353-7794,Knife,Medium,Open,Warning,4.0,47155.27,0,Incident at 6932 Lincoln St. Officer responded at scene.
INC002688,Sexual Assault,Northeast,Lakewood,Oh,586 Lincoln St,45.767815,-97.572284,2023-05-30 15:46:44,OFF0064,Patricia,Scott,1268,SUS00404,Charles,Harris,17.0,Female,Black,VIC00528,Jessica,Hill,77.0,Male,343-932-1836,Hands/Feet,Medium,Unknown,No Arrest,2.0,24705.29,Unknown,Incident at 586 Lincoln St. Officer responded at scene.
INC001297,Trespassing,Northwest,Hillcrest,Fl,7289 Elm Blvd,35.106231,-114.938129,2018-05-05 19:55:11,OFF0111,richard,White,7039,SUS00281,Chris,Smith,-0.5,Unknown,Hispanic,VIC00220,Linda,White,51.0,Unknown,447-583-5184,Rifle,Medium,Pendng,Arrest Made,4.0,38399.01,True,Incident at 7289 Elm Blvd. Officer responded at scene.
INC004375,Theft,Southeast,Fairview,Tx,6687 Sunset Blvd,45.831021,-78.86387,2024-06-24 14:44:40,OFF0139,jennifer,Smith,7244,SUS00645,Richard,Scott,65.0,Unknown,Unknown,VIC00167,Barbara,Anderson,80.0,Other,409-371-3594,Knife,Medium,Unknown,Unknown,0.0,41363.87,False,No Notes
INC003576,Theft,Central,Fairview,Fl,835 Elm Blvd,33.087812,-108.653269,2024-02-14 23:11:41,OFF0122,Mark,Brown,6301,SUS00123,Nancy,Thompson,75.0,Unknown,Asian,VIC00739,Anthony,Garcia,18.0,Male,689-762-5082,Knife,High,Under Investigation,Arrest Made,0.0,46793.37,Yes,Incident at 835 Elm Blvd. Officer responded at scene.
INC004986,Breaking & Entering,West,Hillcrest,Ca,2252 Elm Blvd,32.659069,-106.65505,2019-07-28 14:05:44,OFF0132,William,Flores,5822,SUS00323,Emily,Wilson,46.0,Male,Asian,VIC00899,Michelle,Martin,49.0,Unknown,(780) -24-1-1358,Hands/Feet,Medium,Unknown,Arrest Made,1.0,45329.37,True,No Notes
INC004352,Domestic Violence,Southwest,Centerville,Fl,20 Sunset Blvd,39.8687,-111.0406,2021-07-20 20:07:40,OFF0005,Charles,Hall,6019,Not Provided,Not Provided,Not Provided,46.0,Unknown,Unknown,VIC00135,Emily,Wilson,60.0,Unknown,283-681-6789,Blunt Object,Medium,Unknown,No Arrest,2.0,12883.0,1,Incident at 20 Sunset Blvd. Officer responded at scene.
INC001803,Fraud,Southwest,Centerville,Nc,995 Oak Ave,34.531252,-73.774501,2021-04-14 23:35:56,OFF0028,Karen,Brown,5378,SUS00480,Anthony,Jones,23.0,Other,Black,VIC00267,Mark,White,20.0,Female,954-689-6864,Unknown,High,Investgation,No Arrest,2.0,9378.29,Yes,Incident at 995 Oak Ave. Officer responded at scene.
INC003069,Drug Offense,Midtown,Springfield,Il,7179 Cedar Lane,45.952298,-84.193714,2024-06-05 04:54:40,OFF0073,John,Thompson,7762,SUS00123,Anthony,Young,21.0,Male,Other,VIC00997,Joseph,Williams,19.0,Female,847-389-7220,Rifle,Low,Investgation,Case Dismissed,0.0,35344.66,True,Incident at 7179 Cedar Lane. Officer responded at scene.
INC001927,Manslaughter,West,Oakdale,Ca,2417 Washington Ave,37.471796,-102.884824,2019-03-14 10:28:06,OFF0131,James,Johnson,3080,SUS00262,John,Moore,19.0,Other,Hispanic,VIC00848,Karen,Smith,42.0,Female,882-620-5309,Rifle,Low,Closed,No Arrest,0.0,18098.9,False,Incident at 2417 Washington Ave. Officer responded at scene.
INC002766,Theft,Northwest,Oakdale,Il,6895 Oak Ave,36.9671225,-118.530289,2022-05-03 18:34:58,OFF0081,Charles,White,6770,SUS00260,William,Martin,46.0,Male,White,VIC00636,Carol,Flores,29.0,Male,793-180-7677,Hands,Medium,Open,Arrest Made,2.0,7035.56,NO,Incident at 6895 Oak Ave. Officer responded at scene.
INC002853,Vandalism,East,Maplewood,Nc,2022 Lincoln St,36.9671225,-84.227839,2023-03-20 03:39:54,OFF0126,Carol,Martin,5924,SUS00581,Mary,Flores,49.0,Unknown,Black,VIC00173,Mark,Hall,72.0,Female,Not Provided,Unknown,Medium,Open,Warning,4.0,12402.72,False,Incident at 2022 Lincoln St. Officer responded at scene.
INC002019,Homicide,North,Lakewood,Ga,4175 Maple Dr,30.383609,-117.179041,2021-01-12 08:12:19,OFF0136,Joseph,Johnson,8460,Not Provided,Not Provided,Not Provided,46.0,Unknown,Unknown,VIC00689,Daniel,Brown,34.0,Unknown,730-953-3674,Blunt Object,Unknown,Open,Dismissed,3.0,2049.51,YES,Incident at 4175 Maple Dr. Officer responded at scene.
INC000922,DUI,East,Maplewood,Fl,3896 River Rd,42.235112,-99.045298,2024-03-14 13:42:06,OFF0056,Joseph,Davis,9750,Not Provided,Not Provided,Not Provided,46.0,Unknown,Unknown,VIC00994,William,Miller,46.0,Female,(392) -45-2-8889,Hands/Feet,Medium,Open,Dismissed,1.0,20702.72,No,No Notes
INC002034,DUI,Midtown,Springfield,Nc,4227 Park Rd,47.954558,-108.235349,2024-11-30 11:23:14,OFF0069,Mark,Green,9004,SUS00638,Sarah,Young,46.0,Female,Hispanic,VIC00431,Jessica,Jones,47.0,Male,731-298-2183,Gun,Low,Resolved,No Arrest,5.0,31973.81,No,Incident at 4227 Park Rd. Officer responded at scene.
INC000103,Drug Offense,North,Maplewood,Ga,667 Oak Ave,44.192499,-117.947361,2019-11-02 18:40:31,OFF0133,Patricia,Brown,4784,SUS00545,Michael,Martin,57.0,Male,Unknown,VIC00641,Karen,Wright,81.0,Female,964-208-6864,Unknown,Low,Unknown,No Arrest,0.0,8340.47,yes,Incident at 667 Oak Ave. Officer responded at scene.
INC004635,Sexual Assault,South,Lakewood,Ny,4693 Oak Ave,32.71704,-99.022331,2021-06-20 06:31:30,OFF0080,Ashley,Martin,4611,SUS00127,Ashley,Moore,60.0,Male,Asian,VIC00496,Susan,Flores,49.0,Male,Not Provided,Knife,Medium,Closed,Arrest Made,1.0,23759.76,YES,Incident at 4693 Oak Ave. Officer responded at scene.
INC003330,DUI,Midtown,Maplewood,Fl,3532 River Rd,27.056588,-90.328116,2021-01-28 04:50:04,OFF0126,Michelle,Torres,7137,SUS00014,Anthony,Moore,65.0,Unknown,White,VIC00688,Patricia,Anderson,13.0,Female,601-595-6522,Unknown,Critical,Open,Warning,0.0,42568.41,No,Incident at 3532 River Rd. Officer responded at scene.
INC001440,Assault,Southwest,Lakewood,Ga,1565 Main St,47.828002,-75.049925,2020-05-30 14:16:15,OFF0140,Karen,Hall,9821,Not Provided,Not Provided,Not Provided,46.0,Unknown,Unknown,VIC00010,Thomas,Moore,-14.0,Female,451-993-1869,Knife,Medium,Open,No Arrest,3.0,16537.52,Unknown,No Notes
INC004034,Theft,Central,Maplewood,Ca,9274 Elm Blvd,27.946903,-86.696389,2018-06-02 07:09:30,OFF0105,James,Harris,5185,SUS00305,Richard,Brown,73.0,Other,White,VIC00161,Michelle,Anderson,12.0,Male,(421) -42-0-1741,Rifle,Unknown,Unknown,Case Dismissed,1.0,8813.63,NO,Incident at 9274 Elm Blvd. Officer responded at scene.
INC003356,Domestic Violence,Midtown,Oakdale,Oh,5097 Lincoln St,36.9671225,-87.153657,2021-03-22 14:18:55,OFF0052,thomas,Moore,5916,SUS00408,Emily,Williams,34.0,Female,Unknown,VIC00962,Patricia,Wright,32.0,Male,984-938-1114,Firearm,Low,Unknown,Warning Issued,4.0,42172.58,yes,Incident at 5097 Lincoln St. Officer responded at scene.
INC004935,Assault,West,Riverside,Nc,2675 River Rd,46.230659,-73.705836,2018-04-13 08:01:05,OFF0074,Anthony,Torres,9511,SUS00773,Patricia,Taylor,37.0,Unknown,Unknown,VIC00716,Matthew,Davis,14.0,Male,258-203-2501,Pistol,Medium,Closed,Unknown,5.0,45126.5,NO,Incident at 2675 River Rd. Officer responded at scene.
INC000020,Burglary,Southeast,Fairview,Nc,6513 Oak Ave,44.590602,-77.67825,2022-07-16 21:45:49,OFF0098,David,Walker,8994,Not Provided,Not Provided,Not Provided,46.0,Unknown,Unknown,VIC00071,Ashley,Green,46.0,Male,964-192-8110,Hands/Feet,Medium,Unknown,No Arrest,3.0,-8318.24,YES,Incident at 6513 Oak Ave. Officer responded at scene.
INC002687,DUI,Southwest,Centerville,Ca,3004 Cedar Lane,30.224549,-72.409615,2019-04-29 22:48:04,OFF0038,Michael,Jones,2764,SUS00318,Michael,Martin,46.0,Male,White,VIC00013,Nancy,Lee,41.0,Male,Not Provided,Unarmed,Critical,Open,Case Dismissed,2.0,46397.7,No,Incident at 3004 Cedar Lane. Officer responded at scene.
INC001625,Cybercrime,Southeast,Springfield,Pa,5183 Cedar Lane,32.754027,-109.630509,2023-09-18 02:54:17,OFF0143,Emily,Taylor,5464,SUS00121,Mark,Jones,29.0,Female,Black,VIC00960,Jessica,Garcia,49.0,Other,4281322107,Unknown,Critical,Unknown,Case Dismissed,5.0,31804.26,False,Incident at 5183 Cedar Lane. Officer responded at scene.
INC000627,Trespassing,East,Fairview,Il,3806 Cedar Lane,36.9671225,-78.822081,2022-10-31 20:30:37,OFF0028,Daniel,Thomas,1507,SUS00752,David,Young,56.0,Female,Asian,VIC00944,David,Walker,82.0,Unknown,255-573-8031,Rifle,Medium,Pendng,Arrest Made,3.0,25369.16,no,Incident at 3806 Cedar Lane. Officer responded at scene.
INC004932,Theft,Central,Centerville,Az,2549 Elm Blvd,46.877202,-86.161845,2023-11-07 04:21:48,OFF0148,  James  ,White,1737,SUS00736,William,Williams,74.0,Female,Unknown,VIC00462,William,Hall,54.0,Male,465-546-3086,Blunt Object,Critical,Under Investigation,No Arrest,4.0,23409.14,yes,Incident at 2549 Elm Blvd. Officer responded at scene.
INC004782,Arson,South,Riverside,Il,2765 Maple Dr,31.27099,-99.089209,2024-01-05 07:18:12,OFF0126,Mark,Hill,4670,SUS00201,Emily,Nguyen,51.0,Unknown,Asian,VIC00560,Mark,Hill,64.0,Female,300-624-8947,Firearm,Medium,Under Investigation,Dismissed,3.0,2525.47,Yes,Incident at 2765 Maple Dr. Officer responded at scene.
INC002495,Drug Offense,Northwest,Riverside,Ny,5978 Main St,32.56775,-78.278392,2018-02-17 02:30:15,OFF0124,Mary,Miller,1324,SUS00024,Anthony,Nguyen,55.0,Male,Other,VIC00935,Michael,Allen,-15.0,Unknown,447-901-1845,Pistol,High,Unknown,Case Dismissed,1.0,19205.58,NO,Incident at 5978 Main St. Officer responded at scene.
INC002157,Assault,South,Centerville,Pa,1194 Washington Ave,159.9601,-70.260183,2022-06-15 08:58:06,OFF0049,Ashley,Williams,1248,SUS00712,Charles,Miller,53.0,Unknown,Asian,VIC00641,James,Hill,-28.5,Male,Not Provided,Firearm,Critical,Closed,Arrest Made,5.0,24846.14,Yes,Incident at 1194 Washington Ave. Officer responded at scene.
INC003669,Kidnapping,Southwest,Springfield,Ga,6344 Washington Ave,36.9671225,-84.030873,2023-04-05 00:42:48,OFF0052,Michael,Wilson,1778,SUS00218,Michael,Scott,52.0,Female,Asian,VIC00585,Richard,Williams,15.0,Male,542-642-4208,Knife,Critical,Under Investigation,Arrest Made,4.0,42503.67,YES,Incident at 6344 Washington Ave. Officer responded at scene.
INC002726,Domestic Violence,Northeast,Springfield,Tx,5690 Elm Blvd,38.296404,-70.320252,2023-03-16 21:12:51,OFF0118,Karen,Williams,5053,SUS00792,Chris,Scott,55.0,Male,Hispanic,VIC00248,Ashley,Johnson,13.0,Female,715-609-5137,Knife,Medium,Under Investigation,Unknown,3.0,26228.16,no,Incident at 5690 Elm Blvd. Officer responded at scene.
INC003238,Cybercrime,Southeast,Springfield,Az,6226 Elm Blvd,25.697008,-114.210353,2024-08-27 17:38:10,OFF0131,donna,Garcia,5567,SUS00029,Joseph,Davis,30.0,Female,Asian,VIC00832,Carol,Davis,18.0,Female,695-595-8019,Firearm,Medium,Investgation,Arrest Made,5.0,18195.99,No,Incident at 6226 Elm Blvd. Officer responded at scene.
INC001829,Fraud,North,Oakdale,Pa,3298 Oak Ave,33.219707,-88.689964,2018-11-01 14:35:49,OFF0114,Joseph,Jackson,8439,SUS00295,Richard,Garcia,66.0,Unknown,White,VIC00897,Jessica,Allen,-28.5,Male,778-370-5473,Bat,Critical,Closed,Dismissed,4.0,18493.89,NO,No Notes
INC000622,Vandalism,South,Oakdale,Tx,7142 River Rd,31.069774,-97.855996,2018-04-06 03:45:42,OFF0140,Barbara,Moore,6427,Not Provided,Not Provided,Not Provided,46.0,Unknown,Unknown,VIC00338,Patricia,Harris,62.0,Female,346-694-7764,Firearm,Medium,Open,Arres Made,1.0,14785.91,No,Incident at 7142 River Rd. Officer responded at scene.
INC002303,Robbery,Southeast,Hillcrest,Az,59 Washington Ave,34.141807,-95.364845,2019-03-14 23:23:56,OFF0150,Anthony,Thompson,9939,SUS00359,Mark,Green,33.0,Unknown,Unknown,VIC00908,Joseph,Green,32.0,Female,283-196-4324,Firearm,Low,Under Investigation,No Arrest,2.0,12629.2,1,Incident at 59 Washington Ave. Officer responded at scene.
INC004232,Robbery,Midtown,Springfield,Tx,1922 Elm Blvd,40.65348,-107.384754,2019-09-28 16:28:50,OFF0045,Jennifer,Flores,5567,SUS00310,Jessica,Taylor,53.0,Male,White,VIC00801,Linda,Johnson,54.0,Female,Not Provided,Firearm,Critical,Closed,Case Dismissed,3.0,35325.7,False,Incident at 1922 Elm Blvd. Officer responded at scene.
INC001314,Fraud,Midtown,Centerville,Ny,4071 Maple Dr,40.551634,-86.286001,2021-11-17 14:01:52,OFF0008,Michelle,Walker,8019,SUS00765,Michael,Johnson,15.0,Unknown,Black,VIC00452,Michelle,Wright,55.0,Male,688-913-8047,Knife,High,Resolved,Arrest Made,5.0,41519.83,1,Incident at 4071 Maple Dr. Officer responded at scene.
INC003021,Arson,Northwest,Fairview,Ca,7903 Park Rd,42.713311,-81.110186,2022-09-23 20:45:46,OFF0111,Barbara,Hill,3458,SUS00350,Barbara,Anderson,57.0,Female,Unknown,VIC00863,Anthony,Young,45.0,Female,8924391159,Knife,Medium,Open,No Arrest,4.0,18959.58,0,No Notes
INC001462,Sexual Assault,Central,Riverside,Oh,2809 Elm Blvd,36.161195,-94.65644,2018-09-19 22:27:18,OFF0029,James,Hall,8639,SUS00313,David,Green,17.0,Female,White,VIC00782,James,Garcia,10.0,Male,633-650-7637,Rifle,Unknown,Under Investigation,Case Dismissed,1.0,2522.56,yes,Incident at 2809 Elm Blvd. Officer responded at scene.
INC004543,Kidnapping,Southwest,Fairview,Fl,6691 Washington Ave,44.04562,-120.009416,2021-02-06 09:41:53,OFF0092,Linda,Taylor,6040,SUS00118,John,Wright,30.0,Female,Unknown,Not Provided,Not Provided,Not Provided,49.0,Unknown,Not Provided,Unknown,Low,Open,Unknown,2.0,23759.76,Unknown,Incident at 6691 Washington Ave. Officer responded at scene.
INC004121,Drug Offense,West,Riverside,Ga,7536 River Rd,25.714208,-94.037232,2021-11-27 23:26:27,OFF0061,Linda,Harris,5473,SUS00173,Anthony,Wilson,55.0,Unknown,Black,VIC00921,Karen,Anderson,62.0,Unknown,(739) -33-8-6646,Knife,Critical,Pending,Unknown,2.0,36619.97,1,Incident at 7536 River Rd. Officer responded at scene.
INC004161,Trespassing,North,Springfield,Az,8444 Lincoln St,28.4566,89.7801,2018-07-02 11:47:43,OFF0129,Jessica,Jackson,2754,SUS00501,Daniel,Taylor,52.0,Unknown,Other,VIC00227,Thomas,Scott,72.0,Female,959-899-1970,Knife,Unknown,Pending,Unknown,1.0,29955.53,NO,Incident at 8444 Lincoln St. Officer responded at scene.
INC002233,DUI,West,Centerville,Il,8773 Park Rd,35.968398,-81.513471,2021-04-07 06:36:17,OFF0141,Donna,Brown,1518,SUS00247,Michelle,Nguyen,72.0,Female,Hispanic,VIC00995,Linda,Flores,50.0,Female,532-648-7905,Knife,Medium,Pendng,Dismissed,1.0,7265.34,NO,Incident at 8773 Park Rd. Officer responded at scene.
